Parameter,Value,Fixed,Variance,StdDev,RelativeStdPercent
p_b2,0.0965445212173541,0,2.39906022861886e-08,0.000154888999887625,0.160432718433517
p_g2,112.170820996046,0,0.00029512028811139,0.0171790654027334,0.0153150928647825
